id,keyword,paragraph
123,당근,"외국어 표기 : carrot(영어). 학명 : Daucus carota L.. 분류 : 채소 > 근채류. 정의 : 산형과에 속하는 2년생초. 원산지 : 아프가니스탄이 속한 히말라야, 힌두쿠시산맥 일대. 주요 생산지 : - 강원 평창- 경남 밀양, 김해- 제주시 구좌읍. 유사재료 : 파스닙(설탕당근). 특징 : 특유의 향과 주홍빛 고운 색깔이 특징인 당근은 가장 친숙한 채소 중 하나로, 원뿔 형태의 모양을 하고 있다. 국내에서는 사계절 재배가 가능하여 언제든지 쉽게 만나볼 수 있다.. 효능 : 당근에 풍부하게 함유된 베타카로틴은 항산화 효과를 내고, 노화 방지 및 암 예방에 도움을 준다. 루테인, 리코펜 성분이 풍부하여 눈 건강에 효능이 있으며 면역력 향상, 고혈압, 동맥경화를 예방해준다.. 열량 : 100g당 37kcal. 음식궁합 : 카로틴과 비타민A가 풍부한 당근은 비타민C와 칼륨 함량이 높은 사과와 함께 섭취하면 좋다. 지용성 비타민이므로 기름에 볶아 섭취하면 비타민 섭취를 높여준다.. 활용 : 죽, 수프, 국, 볶음, 생채, 튀김 등 어떤 조리법에도 잘 어울린다.. 고르는 법 : 색깔이 주황색이 선명하고 진할수록 영양소가 풍부한 것이다. 표면이 매끈한 것이 단맛이 강하며, 모양은 단단하면서 휘지 않은 것을 고른다.. 손질법 : 흐르는 물에 깨끗이 씻어내 흙과 불순물을 제거한다. 껍질은 필러로 벗겨서 사용할 수 있지만, 베타카로틴이 풍부하기 때문에 껍질째 먹는 것이 영양분을 잘 섭취하는 방법이다.. 보관법 : 표면의 흙을 깨끗이 씻어서 물기를 제거한 후 밀봉하여 냉장 보관하거나, 흙이 묻은 채로 신문지에 싸서 그늘지고 서늘한 곳에 보관하면 좋다.. "
124,미나리,"외국어 표기 : Water dropwort( 영어 ). 학명 : Oenanthe javanica DC. 분류 : 채소 > 엽경채류. 정의 : 미나리과에 속하는 다년생 초본식물. 주요 생산지 : - 경북 구미 , 청도- 충북 청주- 충남 태안. 특징 : 미나리는 씹었을 때 느껴지는 특유한 향과 부드러운 식감이 특징인 채소이다.. 종류(구분, 품종) : 물미나리 , 돌미나리. 효능 및 영양성분 : 비타민과 무기질이 풍부하게 함유된 알칼리성 식품으로 고지방 식단으로 인해 산성으로 변한 체질을 중화하는 데 효과가 있고 , 칼륨이 많이 함유되어 있어 체내의 중금속과 나트륨 등의 해로운 성분을 배출하는 데 도움을 준다.. 열량 : 100g 당 21kcal ( 생것 ), 26kcal ( 데친 것 ). 음식궁합 : 복어의 독 테트로톡신을 중화시키는 역할을 한다. 칼슘, 칼륨, 비타민A, B, C가 많다. 혈압 낮추는데 효과적인 쑥갓과 함께 섭취하면 효과적이다.. 활용 : 탕 , 전골 등 각종 요리의 향미 채소 혹은 생채 , 숙채 요리로 활용된다.. 고르는 법 : 잎의 길이가 일정하고 줄기는 너무 굵지 않은 것을 고른다 . 줄기 아래는 연한 적갈색이 돌고 줄기를 분질렀을 때 쉽게 부러지고 단면에 수분감이 있는 것이 좋다.. 손질법 : 10 원짜리 동전이나 놋수저를 넣고 찬물 혹은 식초를 탄 물에 담가두면 거머리를 제거할 수 있다 . 그 후 줄기 끝 부분을 1cm 정도 잘라서 버린 후 흐르는 물에 살살 흔들어가며 씻는다.. 보관법 : 물을 적신 타월로 밑동을 감싼 후 비닐 팩에 밀봉하여 냉장 보관한다 . 장기 보관을 위해서는 미나리를 데친 후 찬물에 식혀 물기를 제거하여 비닐 팩에 밀봉한 후 냉동 보관한다.. "
125,참다래,"학명 : Actinidia chinensis. 영명 : Kiwi. 정의 : 쌍떡잎식물 물레나무목 다래나무과 낙엽 덩굴식물. 원산지 : 중국. 개화시기 : 5월. 수확시기 : 10월 하순 ~ 11월 중순. 분포지 : 중국, 이탈리아, 프랑스, 그리스, 뉴질랜드, 칠레, 터키, 한국. 유래 : 현재 재배되고 있는 참다래는 원래 중국다래로서 양자강 유역 산림에서 야생하던 것을 20세기초에 뉴질랜드가 종자를 도입하여 개량한 것이며 과실이 뉴질랜드 국조인 키위새와 비슷하다고 해서 붙여진 이름임. 재배환경 : - 발아기는 4월 상순경이고 수확기는 11월 상·중순경임- 건조에 매우 약한 과수로 항상 적습이 유지되어야 크고 품질이 좋은 과실을 생산함- 참다래는 건조뿐만 아니라 정체수에도 매우 약하므로 배수가 양호하며 보수력이 좋은 토양이 적당함. 특징 : - 사양토나 양토로서 부식이 많고 배수가 양호한 곳에서 잘 자람- 내한성이 약하여 한발의 피해가 심한데, 한발기에 관수가 늦어지면 잎이 타는 증상이 발생하고, 과실비대기에는 과실이 비대해지지 않음- 지형은 서리 피해를 받지 않는 곳으로서 동향 또는 동남향이 좋고, 토양의 산도는 약산성이나 중성이 좋음- 재배적지는 연평균기온이 15℃ 정도 되는 곳으로서 서리피해가 적고 특히 첫서리가 빨리 내리는 지역에서는 재배하기가 어려움- 휴면기에는  16℃에도 견디어 내지만, 유목에서는 지표면의 근접부가 동해를 받아 고사되기 쉬움. "
126,새송이버섯,"학명 : Pleurotus eryngil (담자균류 주름버섯목 느타리과 버섯). 영명 : king oyster mushroom. 특성 : - 갓직경은 3~6cm 정도이며, 처음에는 편편하다가 자라면서 깔대기형으로 됨- 갓표면은 매끄럽고 미색 또는 회갈색이며, 주름은 긴내린형이고 다소 빽빽하며 백색임- 대굵기는 3~5cm, 대길이는 6~10cm 대색은 백색- 대가 하나씩 발생하기도 하고 다발을 형성하기도 함. 원산지 : 남유럽일대, 북아프리카, 중앙아시아, 남러시아. 재배 역사 : - 새송이버섯의 인공재배는 이탈리아 Zadrazil(1974)에 의해 밀짚을 이용한 자연재배가 이루어진 것이 최초로 알려져 있고, 한국에서는 1995년 일본에서 균주를 최초로 도입하여 경상남도 지역을 중심으로 재배가 확산됨- 1975년 송이과로 분류됐으나, 1986년 느타리버섯과로 재분류되어 큰느타리버섯으로 명명되었다가, 다시 진미버섯이라는 가칭을 거쳐서 새송이버섯으로 최종 명명됨. "
127,명태,"학명 : Thergra chalcogramma(PALLAS). 영명 : Walleye pollock, Alaska pollock. 정의 : 대구과에 속하는 바닷물고기. 분포지 : 북태평양(한국 동해, 일본, 오호츠크해, 베링해, 미국 북부). 형태 및 생김새 : - 몸길이가 40~60cm 정도이며 대구보다 좀 더 가늘고 긴 편임- 등지느러미는 3개, 뒷지느러미는 2개로 체고는 다소 낮고 몸은 측편임- 눈은 크며 머리의 등쪽 가장자리와 접함- 아래턱이 위턱보다 앞쪽으로 돌출되어 있으며, 아래턱의 앞 끝에는 1개의 흔적적인 수염이 있음- 몸의 등쪽은 연한 갈색에 폭이 좁은 파상 무늬의 암갈색 세로띠가 2줄 가량 머리 후방에서 꼬리까지 길게 뻗어 있으며 배쪽은 희고 가슴지느러미는 검은색임. 특징 : - 대구와 유사하나 대구에 비하여 세장하고 아래턱이 위턱보다 약간 길며 꼬리지느러미가 두 갈래로 째지는 등 대구와 다름- 수명은 8년 이상인데 8년생의 전장이 60cm 가량임- 한류성 물고기로서 경상북도 이북의 동해안에 널리 분포하나, 함경남도 연안에서 가장 많이 잡힘. 크기 : 1년(10~16cm), 2년(14~30cm), 3년(20~30cm), 4년(26~42cm). 기타 : - 산란시기가 되면 연안으로 이동하여 바닥이 평탄하고 모래와 진흙이 섞인 지대에서 산란함- 알은 명란젓으로, 창자는 창난젓으로, 건어물(포), 냉동식품, 탕의 재료로 이용하는 등 버릴 것이 없이 모두 이용되는 물고기임- 주로 겨울에 포획되며 27cm이하는 포획이 금지되어 있음. "
128,김,"학명 : Porphyra tenera. 영명 : laver. 정의 : 보라털과에 속하는 해조. 김 종자 일반현황 : - 홍조류중의 김속을 총칭하며 세계적으로 약 50종이 알려져 있으며, 우리나라에는 16여 종이 분포하고 있음- 염분에 대한 적응성이 강해 해조류 중 가장 넓은 분포 구역을 갖고 있음- 우리나라 전 연안의 암석, 나무 그 밖의 여러 다른 물체 위에 착생하고 다른 해조 위에서도 서식함- 국내 양식 대상 종은 일반김 2종(참김과 방사무늬김), 돌김 2종(잇바디돌김, 모무늬돌김) 등 총 4가지임. 김의 전래 : - 약 360년 전에 관찰사가 지방을 순시 중 수행원 중 한 사람이 김의 양식법을 가르쳐 주었다는 이야기가 전해짐- 인조 때 태인도의 김여익이라는 사람이 해변에 표류해온 참나무 가지에 김이 붙은 것을 보고 양식을 시작하였다고 함- 이러한 이야기들로 미루어 조선 중기에는 양식을 시작하고 있었음을 알 수 있음. 생산 현황 : - 2015년 기준 김 종자 생산 어가(허가+무허가) 수는 150여 곳임- 전남지역에는 전국의 김 종묘 생산 어가의 95% 이상이 분포하고 있음- 김 종자 배양 총 수면적은 34.3만㎡으로 이 중 무안군이 전체의 33.5% 수준임- 2016년산 김 종묘 생산량은 총 405만 상자로 이 중 판매량은 370만 상자였음. 갯병 : - 일반적으로 김의 빛깔이 나빠지고, 이어서 김이 쉽게 발에서 떨어지거나 녹아서 없어지는 것임- 갯병은 일반적으로 환경조건이 열악하거나 김발관리를 소홀히 했을 때 발생함. "
129,배추,"외국어 표기 : Chinese cabbage(영어). 학명 : Brassica pekinensis RUPR. 분류 : 채소 > 엽경채류. 원산지 : 중국 북부 지방. 주요 생산지 : - 봄배추 : 경기 평택/포천, 충북 청원, 충남 예산- 고랭지 배추 : 강원 강릉/태백/삼천/정선- 가을배추 : 충북 제천, 전북 고창, 전남 나주- 겨울배추 : 전남 해남/진도, 제주도. 제철 : 11월~12월. 종류(구분, 품종) : 재배 시기에 따라 봄, 여름, 가을, 배추로 분류한다.. 효능 : 수분 함량이 높아 이뇨 작용에 효과적이며 열량이 낮고 식이섬유 함유량이 많아 변비와 대장암 예방에 좋다.. 열량 : 100g당 13kcal (생것), 17kcal (데친 것). 음식궁합 : 무와 함께 섭취하면 간암 예방의 효과가 높아진다.. 활용 : 김치, 겉절이, 샐러드, 무침, 볶음, 국 등으로 사용된다.. 고르는 법 : 겉잎은 짙은 녹색을 띠고 속잎은 선명한 노란색을 띠는 것이 좋다. 뿌리는 크기가 작고 뿌리 주변이 단단한 것을 고른다.. 손질법 : 밑동을 잘라낸 후 배추를 2~4 등분해 뿌리 부분을 중심으로 흐르는 물에 여러 번 흔들어 씻는다.. 보관법 : 신문지에 싼 후 통풍이 잘되는 서늘한 곳이나 냉장고에 보관한다. 손질한 배추는 물기를 제거한 후 비닐 팩에 담아 냉장고 신선실에 보관한다.. "
130,팽이버섯,"팽이버섯(Flammulina velutipes)은 분류학적으로 송이목, 송이과(Tricholomataceae)에 속하는 담낭균류 버섯으로써 늦가을에서 이른 봄에 걸쳐 각종 활엽수의 고목에 다발로 발생하며, 근래에는 원목재배와 톱밥을 이용한 병재배가 실시됨. - 품종으로는 백로, 백설, 설성, 우리1호, 갈뫼 등이 있음. - 팽이버섯은 팽나무의 고목에서 자라는 버섯으로 담자균류 주름버섯목 송이과로 분류되며, 독특한 맛과 풍미를 가진 친환경 건강식품으로 세계적으로 그 가치를 인정받아 최근 소비 급증으로 생산량이 크게 증가되고 있습니다.
- 경북, 충남, 전남 등에서 많은 양이 생산되고 있으며, 시군별로는 특히 경북 청도, 경남 함양, 충남 부여 천안 보령, 전남 나주 보성, 경기 양평 안성 여주 등에서 많이 재배하고 있습니다."
131,갈치,"학명 : Trichiurus lepturus. 영명 : Largegead hairtail. 분포지 : 우리나라 전 연근해(특히 서해와 남해), 일본, 동중국해, 세계의 온대 또는 아열대 해역. 정의 : 갈치과에 속하는 바닷물고기. 형태 및 생김새 : - 몸 빛깔은 은백색을 띠며, 비늘이 없음- 두 눈 사이의 머리 부분은 편평함- 몸은 아주 길고 측편하며, 꼬리는 띠 모양으로 긴 줄과 같음- 입은 크고, 양 턱에는 크고 억센 이빨이 있음, 특히 양 턱 앞쪽에 있는 송곳니의 끝은 갈고리처럼 되어 있음- 등지느러미가 머리 뒤에서 거의 꼬리 끝까지 등 전체를 차지하고 있으며, 배지느러미와 꼬리지느러미가 없음. 특징 : - 갈치는 농어목 갈치과에 속하는 생선으로 몸길이가 최대 150cm까지 자라며 몸이 홀쭉하고 길며 생김새가 칼을 닮았다하여도어 또는 칼치라고 불림- 지역에 따라 빈쟁이(통영), 풀치(전라도에서는 어린 갈치)라고도 함- 갈치의 표면에 반짝이는 은백색 물질은 비늘이 아닌 구아닌이라는 색소로 인조 진주의 광택 원료로 이용됨- 먹이는 주로 갑각류, 오징어류, 어류를 먹으며, 체장에 따라 서로 잡아먹는 공식현상도 일어남. 산란 : - 산란기는 4~8월이며, 포란수는 약 14,000~76,000개임- 산란지역은 우리나라 서·남해의 연안과 중국 연안이며, 산란수온은 18~20℃- 성비는 두동장 25cm 이하에서는 수컷이 많고, 그 이상에서는 암컷이 증가함* 두동장 : 주둥이에서 항문까지의 길이. 제철 : - 여름철 산란을 마치고 월동에 대비하기 위해 늦가을까지 왕성한 먹이 활동을 하기 때문에, 9~10월 즈음에 가장 살이 찌고 기름이 오르며 맛이 좋음. "
132,찹쌀,"학명 : Oryza glutinosa. 영명 : glutinous rice. 정의 : 찰벼에서 나는 쌀. 주요산지 : 전라북도, 강원도. 생산시기 : 9월 ~ 10월. 주요품종 : 백옥찰, 화선찰. 재배역사 : - 우리나라에 벼가 들어온 시기는 청동기 시대로, 이 때 들어온 품종이 멥쌀인지 찹쌀인지는 확실하지 않음- 삼국유사에서는 까마귀에게 찰밥으로 제사를 지냈다는 전설이 나옴- 평상시의 밥은 멥쌀을 이용하고, 행사가 있을 때에는 찰밥을 이용하였던 것으로 추측 되며 시루에 찐 찰밥은 떡의 형태로도 이용되었을 것으로 추측됨- 유리왕과 석탈해가 서로 왕위를 미루다가 마침내 떡을 깨물어 여기에 나타나는 잇자국으로 이의 수를 헤아려 유리가 왕위에 올랐다는 고사는 찐 찹쌀을 떡메로 쳐서 만든 절편·가래떡의 존재를 시사함. 특징 : - 멥쌀과 대응되는 말로 나미 또는 점미라고도 하며, 낟알 형태 그대로 먹거나 떡메로 쳐서 떡을 만들어 먹는 이외에 가루로 만들어 시루에 쪄서 먹기도 함- 밥을 짓는 멥쌀은 배유가 반투명하지만 찹쌀은 대부분 희고 불투명하여 이것으로 대개 구별할 수 있으며 밥을 지어보면 찹쌀이 멥쌀보다 찰기가 훨씬 많으므로 확연히 구분할 수 있음- 멥쌀과 찹쌀의 찰기 차이는 녹말 성분의 차이 때문이며, 찹쌀의 녹말은 아밀로펙틴이라는 성분만으로 이루어져 있고 멥쌀은 아밀로스 20%, 아밀로펙틴 80%로 이루어지기 때문에 찰기에 차이가 있고 요오드반응에서도 멥쌀을 청자색, 찹쌀은 적색을 띰. "
133,붉은고추,"좋은 홍고추 고르기 : 크기와 모양이 균일 한 것, 과형이 크고 깨끗한 것, 윤택한 것, 말려서 사용하고자 할 때에는 붉은색으로 완전하게 착색된 것, 고춧가루를 살 때 붉은색이 유난히 곱게 나는 것은 피할 것. 붉은 고추라고도 한다. 일반적으로 고추는 초여름부터 열매가 열리기 시작하는데, 이를 풋고추라고 한다. 풋고추를 따지 않고 햇볕에 말리면 8월 중순 무렵에 붉은색을 띤 홍고추로 변한다. 홍고추로 변하는 시기는 일정하지 않고 재배하는 기술에 따라 지역마다 다르다. 보통 꽃이 핀 뒤 보름 정도 지나면 풋고추를 딸 수 있으며, 50일 정도 지나면 홍고추를 딸 수 있다. 건조시켜서 김치를 담그는 데 주로 이용되는데, 햇볕에 말린 것을 태양초라고 한다. 또 각종 요리에 맛깔스런 색감을 높이기 위한 용도로도 이용된다. 홍고추에는 비타민C가 사과보다 23배, 키위보다 4배나 많이 함유되어 있다. 또 홍고추에는 매운맛을 내는 캅사이신 성분이 많다. 이 성분은 뇌로 통증을 전달하는 물질을 유인하여 통증이 전달되는 것을 차단하는 역할을 한다. 이때, 통증 전달 물질만 파괴할 뿐, 촉각이나 맛 등의 다른 감각을 전달하는 물질은 전혀 손상시키지 않는 점이 특징이다."
134,양배추,"외국어 표기 : Cabbage( 영어 ). 학명 : Brassica oleracea var. capitata L.. 분류 : 채소 > 엽경채류. 원산지 : 지중해 연안 , 서아시아. 정의 : 십자화과에 속하는 이년생 초본식물. 주요 생산지 : - 봄 : 전남 해남 / 진도- 여름 : 강원 평창 / 정선 / 양구 , 충남 서산 , 경북 청송- 가을 : 강원 평창 / 홍천 / 정선 , 충남 서산 , 전남 해남- 겨울 : 충남 서산 , 전남 무안 , 제주. 특징 : 양배추는 고대 그리스 시대부터 즐겨 먹던 채소로 미국의 타임지가 선정한 서양 3 대 장수식품 중 하나이다.. 유사재료 : 적채 (보통 양배추와 동일한 종류로 취급되나 잎의 표면이 안토시안계 색소에 의해 적자색을 나타냄). 종류(구분, 품종) : 푸른 양배추 , 적양배추 , 오르라기 양배추 , 방울 양배추. 효능 : 양배추는 위 건강을 돕는데 특히 효력이 있으며 , 암 예방 , 혈액순환 , 해독작용 , 변비 개선 등의 효능이 있다.. 열량 : 100g 당 20kcal. 음식궁합 : 감귤류나 사과, 청포도 등 신맛나는 과일들과 잘 어울린다. '이소티오시아네이트'성부의 항암효과와 비타민C가 풍부한 자몽이 합쳐지면 이중항산화 효과를 기대할 수 있고 특히 상쾌한 맛이 난다.. 활용 : 샐러드 채소 , 숙채 , 볶음 등으로 활용된다.. 고르는 법 : 겉잎이 연한 녹색을 띠고 묵직하고 단단한 것이 좋다 . 양배추를 쪼갰을 때 추대 ( 꽃대가 올라와 꽃이 피는 현상 ) 가 올라오거나 노란색으로 변한 부위가 많은 것은 좋지 않다.. 손질법 : 먼저 겉잎을 제거한 후 베이킹소다를 푼 물에 1 차로 세척하고 , 식초를 탄 물에 1~2 분 정도 담근 다음 흐르는 물에 2 차 세척하면 잔류 농약을 제거할 수 있다.. 보관법 : 겉잎 2~3 장을 떼 양배추의 몸통을 싸서 냉장 보관한다 . 장기간 보관할 경우 사용 용도에 맞게 손질한 후 비닐 팩에 소분하여 냉동 보관한다.. "
135,건멸치,"멸치(蔑致)는 ‘물 밖으로 나오면 금방 죽는다’는 의미를 가지고 있고, 잡히는 시기에 따라 ‘봄멸치’와 ‘가을멸치’로 구분합니다. 가을멸치는 크기가 작아 대부분이 건조용으로 쓰이는 반면 봄멸치는 크기가 커서 회 구이용 등으로 사용됩니다. 시중에서 구입하는 건조멸치는 일반적으로 그 크기에 따라 세멸 자멸 소멸 중멸 대멸로 구분합니다. 좋은 멸치 고르는 법 - 외관에 손상된 부분이 없고 비늘이 붙어 있으며 윤기가 있고, 짜거나 쓰지 않으며 은근한 단맛이 나는 것이 고릅니다. 또한 소멸은 희거나 푸르스름한 색, 중멸 대멸은 금빛의 맑은 색을 띄는 것이 좋습니다. - 지나치게 마른 것, 새콤한 냄새가 나는 것, 짠맛이 강한 것은 피합니다. 다만, 구부러진 멸치는 살아있는 멸치를 삶아 말린 것으로 신선도와는 상관이 없습니다. 보관하기 - 수분을 함유하고 있어 구입 후 바로 비닐 팩이나 용기에 담아 냉장고에 보관하는 게 좋으며, 특히 장기간 보관 시에는 변질의 우려가 있으므로 냉동보관하여야만 고유의 맛을 오랫동안 느낄 수 있습니다. - 냉동 보관한 멸치는 눅눅하므로 전자렌지에 30초간 돌리거나 기름을 두르지 않은 팬에서 볶아주면 바삭해집니다. 국산 멸치는 등쪽은 연한 은회색이고 배쪽에는 은백색 띠가 없음, 비늘 대부분이 붙어 있음. 중국산 멸치는 상이 선명치 않고 등쪽은 연한 갈색, 배쪽은 연한 연두색, 아가미에서 꼬리까지 2~3mm의 선명한 은백색 띠가 있음"
136,상추,"외국어 표기 : Lettuce(영어). 학명 : Lactuca sativa L.. 분류 : 채소 > 엽채류. 원산지 : 유럽, 서아시아. 정의 : 쌍떡잎식물 초롱꽃목 국화과의 한해살이풀. 주요 생산지 : - 노지상추 : 강원 평창/황성, 경북 대구- 시설상추 : 경기 남양주/하남/용인/이천/고양, 충남 논산 등. 특징 : 대표적인 ‘쌈 채소’ 중 하나인 상추는 기원전 2,500년경 고대 이집트 벽화에도 기록되어 있을 정도로 오랜 기원을 가지고 있는 채소이다.. 종류(구분, 품종) : 결구상추, 버터헤드상추, 로메인, 잎 상추, 줄기 상추, 라틴 상추 등. 효능 : 다른 엽채류에 비해 철분과 필수 아미노산이 풍부하여 혈액을 맑게 하고 저혈압을 예방한다. 상추 잎줄기의 우윳빛 액즙 성분인 락투카리움은 스트레스 및 불면증을 완화한다.. 열량 : 100g당 12kcal (생것). 음식궁합 : 돼지고기와 섭취 시 콜레스테롤 축적을 억제해 동맥경화를 예방한다.. 활용 : 쌈 채소, 샐러드, 겉절이, 비빔밥 및 덮밥 재료로 활용된다.. 고르는 법 : 잎은 연하면서도 도톰하고 손바닥 정도의 크기가 적당하다. 세척된 것을 구매할 경우 냉장 보관된 제품을 구매해야 한다.. 손질법 : 잔류 농약을 제거하기 위해 물에 5분 정도 담근 후 흐르는 물에 꼼꼼히 씻는다. 식초를 넣은 물에 다시 헹구어도 좋다.. 보관법 : 밀폐 용기나 비닐 팩에 담는 등 공기를 차단하여 1~5℃에서 냉장 보관한다. 줄기 부분이 아래로 향하게 넣어 보관하면 더 오래 보관할 수 있다.. "
137,시금치,"외국어 표기 : spinach(영어). 학명 : Spinacia oleracea L.. 분류 : 채소 > 엽채류. 원산지 : 아프가니스탄 주변의 중앙아시아, 서남아시아 지역. 정의 : 명아주과에 속하는 일년생 또는 이년생 초본식물. 주요 생산지 : - 경기 남양주, 이천, 포천- 경북 포항- 경남 고성, 남해- 전남 순천, 신안. 효능 및 영양성분 : 각종 영양성분을 함유한 완전 영양 식품으로 철분과 엽산이 풍부하여 빈혈과 치매 예방에 효과적이다.. 종류(구분, 품종) : 동양종(겨울 시금치), 서양종(여름 시금치). 열량 : 100g당 33kcal (생것), 23kcal (데친 것). 음식궁합 : 소고기의 철분, 인, 우황의 산성 성분과 시금치의 알카리성 성분이 잘어울린다. 깨의 단백질 지방이 시금치의 부족한 부분을 조화롭게 해준다.. 활용 : 주로 나물 무침, 국거리로 먹으며 최근 웰빙, 다이어트 식품으로 샌드위치와 샐러드에도 활용된다.. 고르는 법 : 용도에 따라 무침용은 길이가 짧고 뿌리가 선명한 붉은색을 띠는 것이 좋고 국거리용은 줄기가 연하고 길며 잎이 넓은 것이 좋다.. 손질법 : 영양이 풍부한 붉은색 뿌리는 잘라내지 말고 겉껍질을 살짝 긁어낸 후 잎과 함께 사용한다. 데칠 때는 끓는 물에 소금을 넣고 뚜껑을 연 채 데친 후 흐르는 물에 씻어 떫은맛과 거품 찌꺼기를 제거한다.. 보관법 : 키친타월에 싼 후 냉장고 신선실에 보관한다. 데친 시금치를 보관할 경우 비닐 팩으로 밀봉하여 냉동 보관한다. 에틸렌 가스를 배출하는 사과, 멜론, 키위 등과 함께 두면 노화가 촉진되므로 따로 보관한다.. "
138,블루베리,"분류(품종,구분) : 식물> 속씨식물> 쌍덕잎식물> 진달래목. 정의 : . 주요생산지 : 북아메리카. 종류 : 로부시, 하이부시, 래빗아이 블루베리 세가지로 이루어짐. 모양 및 생김새 : . 효능 : 뇌세포 노화 방지, 눈의 시력 보호해주며 피로를 풀어줌, 성인병 예방에 효과적. 고르는 법 : 생 블루베리는 푸른색이 선명하며 단단하고 표면에 은백색의 가루가 묻어있는 것이 좋은 것. 손질법 : 물에 씻지 않은 상태로 냉장고에 보관한 후 먹기 바로 직전 세척,만약 물에 씻었을 경우 물기를 모두 제거한 뒤에 밀폐용기에 담아 냉장보관. 보관법 : 냉동 보관시 1년 이상 보관 가능. "
139,유자,"분류(품종,구분) : 과일류. 주요생산지 : - 전남 고흥, 완도, 진도, 경남 남해, 거제- 대표적인 조리용 감귤인 유자는 중국 양자강 상류가 원산지 이지만, 우리나라에는 오래전부터 전래 되어 한국, 중국, 일본에 분포함. 종류 : 남해 1호, 남출, 다정, 원향. 효능 : 레몬보다 비타민C가 3배나 많이 들어 있음. 고르는 법 : 껍질이 단단하고 울퉁불퉁한 것, 상처가 없는 것이 좋음. 손질법 : 유자에 함유된 비타민 C는 빛이나 열에 쉽게 파괴되기 때문에 열을 가하지 않는 것이 좋음. 보관법 : 껍질이 있는 채로 신문지에 싸서 냉장 보관. "
140,유채나물,"분류(품종,구분) : 농산물> 엽채류. 정의 : 유채의 어린 잎으로 만든 나물을 칭하며, 1년 또는 2년생 십자화과 초본. 주요생산지 : 제주, 남부. 유사재 : 삼동초, 월동초, 겨울초, 하루나 등. 특징 : 서늘한 기후를 좋아하고, 추위에 견디는 능력이 강하며 기름을 목적으로 재배함. 효능 : 항산화성이 높은 글로코시놀레이트 및 이소치오시안네이트 등 함황화합물 함량이 많아 대장암 등 소화기계의 암 예방을 도움. 고르는 법 : 엽경이 부드럽고, 잎 색이 진한 것이 신선한 편이며, 봉오리가 고르고 색이 깔끔한 것이 좋다.. 손질법 : 처음 구입한 유채는 연약하고 부드럽기 때문에, 살짝 끓는 물을 부어주는 정도로 데치는 것이 좋다.. 보관법 : 생것은 적신 종이에 싸서 비닐팩에 담아 냉장고 야채칸이나 김치냉장고에 보관하면 1주일간 선도유지가 가능하다. 장기 보관을 위해서는 간단하게 데쳐서 냉동보관한다.. "
141,목이버섯,"분류 : 특용작물류>버섯류. 주요 생산지 : 수입:중국,일본국내:경기김포, 화성, 강원정선,충남 부여,전북 완주. 제철 : 연중계속. 특징 : 목이는 특유한 맛과 향이 있고 씹는 촉감이 좋으며,버섯이 변질되지 않고 건조가 잘되어 보관과 저장성이 강한 장점이 있다.. 종류(구분, 품종) : 검은 목이버섯/흰 목이버섯/털 목이버섯. 효능 및 영양성분 : 유소 함량이 높고 교질상 물질이 많고 수분 흡수력이 뛰어나 체내 노폐물 및 독소 배출에 뛰어난 효능이 있다. 칼로리가 낮고 수분함량이 많으며, 버섯 중 식이섬유를 가장 많이 함유하고 있어 다이어트 식품으로 좋다.. 열량 : 100g당 13kcal. 음식궁합 : 갈치와 같이 먹으면 목이버섯이 혈액을 맑게 하며 피부에 윤기를 준다. 활용 : 목이버섯은 연한 것은 생으로 먹을 수 있으나 주로 말려서 저장에 두고 식용한다.부드럽고 쫄깃한 맛으로 중국요리에 널리 사용된다.목이분말을 이용해서 목이된장을 만드는 시도도 진행되고 있다.. 고르는 법 : 갈라지지 않고 잘 마른 것이 좋다.고유의 향이 나는 것이 좋다.. 손질법 : 요리전 미지근한 물에 불렸다가 사용한다.. 보관법 : 생 목이 버섯은 수분이 날라가므로 신문지에 싸서 수분 방지를 막아주는 것이 좋으나 대부분의 건 목이버섯은 바람이 잘 통하고 그늘진 곳에서 보관하면 된다.. "
142,눈개승마(삼나물),"분류 : 채소류 > 산채류. 주요 생산지 : 강원 횡성군, 홍청군, 화천군. 유사재료 : -. 특징 : 말려서 나물로 식용하면 고기 맛이 나며 풍미가 뛰어난 식물임.. 효능 : 사포닌이 풍부하게 함유되어 있어 호르몬 분비를 촉진시키고 콜레스테롤을 녹여서 피를 맑게하고 혈액순환을 활발하게 해준다. 칼륨 성분도 함유되어 있어서 체내에 있는 나트륨을 배출시켜주는 효과가 있음. 열량 : 100g당 293kcal. 음식궁합 : 호박과 돼지고기에 궁합이 좋음. 활용 : 무침, 절임, 국에 활용함. 고르는 법 : 삼나물의 뿌리줄기는 나무처럼 단단하고 굵어야 하며 열매는    윤기가 나야 제대로 익은 것이며, 잎이 무르지 않고 색이 선명해야 한다. 뿌리줄기 쪽이 살짝 마르거나 한다는 것은 제대로 수분이 들어가 있지 않아 상태가 좋지 않은 것이다.. 손질법 : 흙과 이물질을 흐르는 물에 씻겨주고 소금물에 뿌리줄기가 부드러울 정도로만 데쳐준다.   햇볕 닿는 곳에 말려준 뒤 요리에 사용할 때 넣어먹는다.. 보관법 : 삼나물은 수확하고 바로 먹는 것이 가장 좋으나 그러지 못할 경우에는 데친 후 말려서   냉장보관 혹은 냉동 보관. "
