이름,id,대분류,소분류,재료,건강정보,조회수,link
냉이전,1989970,48164,48207,"['후춧가루', '새송이버섯', '밀가루', '생표고버섯', '반죽', '간장', '물', '냉이', '현미식초', '홍고추', '양파', '초간장', '고추가루', '식용유', '달걀', '소금', '달래', '깨소금', '청고추']","['항암', '고혈압']","24,833",/entry.nhn?docId=1989970&cid=48164&categoryId=48207
두부 사과진밥 대구전,1990683,48164,48207,"['물', '채소', '포도씨오일', '대구포', '밥', '달걀', '두부사과진밥', '대구전', '밀가루', '사과', '비트', '파', '무', '두부']","['고혈압', '당뇨', '관절염']","8,345",/entry.nhn?docId=1990683&cid=48164&categoryId=48207
달걀채소말이,1990001,48164,48207,"['콩기름', '달걀', '당근', '소금', '양파', '파']","['항암', '고혈압']","7,545",/entry.nhn?docId=1990001&cid=48164&categoryId=48207
연근현미가루전,1989154,48164,48207,"['포도씨오일', '연근', '녹말가루', '연근양념', '현미가루', '찹쌀가루', '마늘', '식초', '소금', '참기름', '파', '깨소금']","['항암', '고혈압', '관절염']","5,103",/entry.nhn?docId=1989154&cid=48164&categoryId=48207
북어전,955934,48164,48207,"['후춧가루', '북어', '달걀', '식용유', '설탕', '밀가루', '생강즙', '참기름', '다진파', '마늘', '깨소금']","['항암', '고혈압', '관절염']","4,983",/entry.nhn?docId=955934&cid=48164&categoryId=48207
호박고지적,955971,48164,48207,"['후춧가루', '식용유적당량쇠고기양념장간장', '쪽파', '설탕', '찹쌀가루', '간장', '참기름', '다진마늘', '깨소금', '다진파', '쇠고기', '호박고지']",['항암'],"4,963",/entry.nhn?docId=955971&cid=48164&categoryId=48207
시금치당근달걀부침,1988950,48164,48207,"['시금치', '당근', '다시마', '달걀', '밀가루', '소금']","['항암', '고혈압', '관절염']","3,622",/entry.nhn?docId=1988950&cid=48164&categoryId=48207
동태전,1988374,48164,48207,"['후춧가루', '달걀', '식용유', '동태포', '밀가루', '소금', '마늘']","['항암', '고혈압', '관절염']","169,535",/entry.nhn?docId=1988374&cid=48164&categoryId=48207
참치 동그랑땡,1991440,48164,48207,"['당근', '식용유', '참치', '밀가루', '계란', '소금', '다진마늘', '청피망', '양파', '두부']","['항암', '고혈압', '관절염']","60,718",/entry.nhn?docId=1991440&cid=48164&categoryId=48207
햄 동그랑땡,1991488,48164,48207,"['햄', '당근', '식용유', '부침가루', '계란', '소금', '참기름', '다진마늘', '청피망', '양파', '두부']","['항암', '고혈압', '관절염']","40,612",/entry.nhn?docId=1991488&cid=48164&categoryId=48207
표고전,1990782,48164,48207,"['물', '깨소금', '후춧가루', '달걀', '식용유', '마른', '설탕', '마늘', '밀가루', '식초', '간장', '참기름', '두부소양념', '소금', '파', '쇠고기']","['항암', '고혈압', '관절염']","36,548",/entry.nhn?docId=1990782&cid=48164&categoryId=48207
김치전,1989990,48164,48207,"['배추김치', '달걀', '밀가루', '소금', '콩기름']",[],"23,491",/entry.nhn?docId=1989990&cid=48164&categoryId=48207
우엉전,1989144,48164,48207,"['우엉', '달걀', '마늘', '밀가루', '식초', '소금', '참기름', '우엉양념', '파', '깨소금']","['항암', '고혈압', '관절염']","18,803",/entry.nhn?docId=1989144&cid=48164&categoryId=48207
깻잎대하튀김,1989054,48164,48207,"['녹말가루', '얼음', '대하', '찹쌀가루', '깻잎', '맥주', '소금', '레몬즙', '튀김기름']",['항암'],"18,403",/entry.nhn?docId=1989054&cid=48164&categoryId=48207
지짐누름적,1990788,48164,48207,"['산적꼬치', '후춧가루', '표고양념', '당근', '쪽파', '달걀', '통도라지', '식용유', '설탕', '마늘', '밀가루', '표고', '소금', '참기름', '간장', '파', '쇠고기']","['항암', '고혈압', '관절염']","7,257",/entry.nhn?docId=1990788&cid=48164&categoryId=48207
오징어전,740888,48164,48207,"['밀가루', '계란', '청피망', '홍피망', '오징어']",[],"6,803",/entry.nhn?docId=740888&cid=48164&categoryId=48207
애호박전,1988997,48164,48207,"['애호박', '포도씨오일', '달걀', '들기름', '밀가루', '소금', '청주', '쑥갓']",['고혈압'],"172,448",/entry.nhn?docId=1988997&cid=48164&categoryId=48207
가지전,1991570,48164,48207,"['달걀', '식용유', '밀가루', '소금', '가지']","['항암', '고혈압']","126,474",/entry.nhn?docId=1991570&cid=48164&categoryId=48207
계란 카레 김말이,1991190,48164,48207,"['뜨거운물', '후춧가루', '달걀', '카레가루', '식용유', '김', '맛술']",[],"21,865",/entry.nhn?docId=1991190&cid=48164&categoryId=48207
산초 두부장떡,1992934,48164,48207,"['된장', '고추장', '녹말가루', '식용유', '두부', '찹쌀가루', '산초']",['관절염'],"5,935",/entry.nhn?docId=1992934&cid=48164&categoryId=48207
육전,740882,48164,48207,"['후춧가루', '다시마', '양념', '식용유', '설탕', '밀가루', '계란', '소금', '참기름', '간장']",['관절염'],"3,455",/entry.nhn?docId=740882&cid=48164&categoryId=48207
김치 해산물산적,1992029,48164,48207,"['불린해삼', '물', '새우', '느타리버섯', '식용유', '부침가루', '밀가루', '식초', '갑오징어', '가는파', '김치줄기', '초간장', '간장']",[],"3,260",/entry.nhn?docId=1992029&cid=48164&categoryId=48207
견과류도라지전,1990398,48164,48207,"['도라지', '땅콩', '검은깨', '달걀', '홍피망', '올리고당', '식초', '우리통밀가루', '소금', '간장', '청피망', '호두', '올리브유']","['항암', '고혈압', '당뇨', '관절염']","2,522",/entry.nhn?docId=1990398&cid=48164&categoryId=48207
화양적,3390169,48164,48207,"['육수', '후춧가루', '당근', '설탕', '표고버섯', '참기름', '다진마늘', '오이', '물', '양념장간장', '쇠고기', '다진파', '껍질벗긴도라지', '꼬치', '달걀', '식용유', '잣즙잣가루', '소금', '깨소금']","['항암', '고혈압']","2,130",/entry.nhn?docId=3390169&cid=48164&categoryId=48207
고추전,1988727,48164,48207,"['깨', '대파', '달걀', '식용유', '쇠고기를넣고밀가루와달걀을입힌다음앞뒤로', '후추', '밀가루', '참기름', '파프리카', '간장', '고추', '파프리카를동글게', '마늘', '쇠고기']","['항암', '고혈압', '관절염']","155,023",/entry.nhn?docId=1988727&cid=48164&categoryId=48207
삼색 감자전,1990656,48164,48207,"['올리브오일', '물', '당근', '브로콜리', '감자']","['항암', '고혈압', '관절염']","109,528",/entry.nhn?docId=1990656&cid=48164&categoryId=48207
치즈오믈렛,1989908,48164,48207,"['달걀', '식용유', '버터', '치즈', '소금', '생크림']",[],"56,563",/entry.nhn?docId=1989908&cid=48164&categoryId=48207
해물 동그랑땡,1988333,48164,48207,"['청주', '새우', '대구포', '후춧가루', '청피망', '달걀', '식용유', '밑간', '기호에따라야채는조절이', '청양고추', '밀가루', '동태살', '소금', '소주', '홍고추', '홍피망', '오징어', '밑간하여도비린내가']",[],"54,256",/entry.nhn?docId=1988333&cid=48164&categoryId=48207
야채 달걀말이,1992108,48164,48207,"['굴소스', '배추', '새우', '청주', '후춧가루', '대파', '달걀', '식용유', '빨강피망', '피망', '소금', '표고버섯', '양파', '마늘']","['항암', '고혈압', '관절염']","41,877",/entry.nhn?docId=1992108&cid=48164&categoryId=48207
김치해물 치즈파전,3390242,48164,48207,"['배추김치', '물', '새우', '조개살', '검은깨', '쪽파', '식용유', '부침가루', '모짜렐라치즈', '댤걀', '참기름', '붉은고추', '오징어']","['항암', '당뇨']","33,064",/entry.nhn?docId=3390242&cid=48164&categoryId=48207
두부부침,1990020,48164,48207,"['콩기름', '소금', '두부']",['관절염'],"30,049",/entry.nhn?docId=1990020&cid=48164&categoryId=48207
치즈 김치전,1992484,48164,48207,"['배추김치', '밀가루', '슬라이스치즈', '식용유']",[],"27,112",/entry.nhn?docId=1992484&cid=48164&categoryId=48207
고기전,956033,48164,48207,"['후춧가루', '달걀', '식용유', '설탕', '밀가루', '참기름', '다진마늘', '깨소금', '다진파', '쇠고기']",[],"19,260",/entry.nhn?docId=956033&cid=48164&categoryId=48207
생선전,1990785,48164,48207,"['물', '후춧가루', '달걀', '식용유', '설탕', '밀가루', '식초', '소금', '간장', '동태']",[],"15,227",/entry.nhn?docId=1990785&cid=48164&categoryId=48207
해물볶음밥전,1992947,48164,48207,"['실파', '밥', '달걀', '식용유', '붉은', '칵테일새우', '소금', '양파', '오징어']",['고혈압'],"14,372",/entry.nhn?docId=1992947&cid=48164&categoryId=48207
남은 나물을 이용한 나물오믈렛,1992345,48164,48207,"['후춧가루', '달걀', '당근', '식용유', '시금치나물', '콩나물무침', '소금', '양파', '파르메산치즈가루']","['항암', '고혈압']","12,998",/entry.nhn?docId=1992345&cid=48164&categoryId=48207
떡산적,1990790,48164,48207,"['산적꼬치', '후춧가루', '떡', '식용유', '설탕', '마늘', '길이', '간장', '참기름', '깨소금', '파', '쇠고기']","['항암', '고혈압', '관절염']","10,259",/entry.nhn?docId=1990790&cid=48164&categoryId=48207
콩전,1992655,48164,48207,"['배추김치', '식용유', '흰콩', '부침가루', '표고버섯', '참기름', '깨소금', '쑥갓']","['항암', '고혈압']","9,860",/entry.nhn?docId=1992655&cid=48164&categoryId=48207
피망쇠고기전,1989441,48164,48207,"['녹말가루', '후춧가루', '달걀', '파', '참기름', '밀가루', '소금', '쇠고기', '청피망', '마늘', '깨소금', '두부']","['항암', '고혈압', '관절염']","9,222",/entry.nhn?docId=1989441&cid=48164&categoryId=48207
대추 화전,1991250,48164,48207,"['물', '홍처시럽', '대추', '식용유', '설탕', '찹쌀가루', '홍초', '소금']",[],"8,049",/entry.nhn?docId=1991250&cid=48164&categoryId=48207
연근감자전,1990500,48164,48207,"['연근', '식용유', '청양고추', '영양부추', '홍고추', '연근고명', '감자']",['고혈압'],"5,735",/entry.nhn?docId=1990500&cid=48164&categoryId=48207
생선전,3390173,48164,48207,"['물', '흰살', '달걀', '식용유', '밀가루', '초간장간장', '식초', '잣가루', '흰후춧가루', '소금']",[],"5,362",/entry.nhn?docId=3390173&cid=48164&categoryId=48207
녹두빈대떡,5682788,48164,48207,"['배추김치', '물', '다진돼지고기', '실파', '또는실고추', '거피녹두', '식용유', '숙주', '설탕', '식초', '소금', '홍고추', '고춧가루', '청주', '간장']",[],"2,626",/entry.nhn?docId=5682788&cid=48164&categoryId=48207
감자앙금고추부침,1988929,48164,48207,"['실파', '물', '녹말가루', '들기름', '청양고추', '식물성기름', '소금', '감자', '실고추']",['고혈압'],"2,182",/entry.nhn?docId=1988929&cid=48164&categoryId=48207
표고전,740890,48164,48207,"['식용유', '마늘', '밀가루', '계란', '참기름', '파', '쇠고기', '두부']","['항암', '고혈압', '관절염']","1,945",/entry.nhn?docId=740890&cid=48164&categoryId=48207
섭자반  윤씨음식법,5706746,48164,48207,"['물', '치자', '부침용식용유', '메밀가루', '소금', '파래']",[],105,/entry.nhn?docId=5706746&cid=48164&categoryId=48207
버섯전,1988715,48164,48207,"['물', '느타리버섯', '대파', '달걀', '식용유', '석이버섯', '설탕', '밀가루', '표고버섯', '참기름', '깨소금', '마늘', '간장']","['항암', '고혈압', '관절염']","67,771",/entry.nhn?docId=1988715&cid=48164&categoryId=48207
오믈렛,1991409,48164,48207,"['후춧가루', '우유', '계란', '소금', '파슬리가루', '올리브유']",['관절염'],"60,542",/entry.nhn?docId=1991409&cid=48164&categoryId=48207
비지전,1991574,48164,48207,"['물', '식용유', '석이버섯', '찹쌀가루', '비지', '소금', '잣']",[],"19,490",/entry.nhn?docId=1991574&cid=48164&categoryId=48207
깻잎김치부침,1989053,48164,48207,"['배추김치', '식물성', '다시마', '청양고추', '깻잎', '밀가루', '김칫국물', '소금', '양파']","['항암', '고혈압', '관절염']","15,337",/entry.nhn?docId=1989053&cid=48164&categoryId=48207
부추전,1990048,48164,48207,"['부추', '달걀', '밀가루', '소금', '콩기름']",['항암'],"12,453",/entry.nhn?docId=1990048&cid=48164&categoryId=48207
표고버섯 완자전,1992559,48164,48207,"['다진돼지고기', '돼지고기양념장', '후춧가루', '다진파', '달걀', '식용유', '밀가루', '생강즙', '소금', '참기름', '다진마늘', '깨소금', '생표고버섯', '간장', '두부']",['관절염'],"6,990",/entry.nhn?docId=1992559&cid=48164&categoryId=48207
야채 오믈렛,1992387,48164,48207,"['양송이버섯', '후춧가루', '달걀', '우유', '식용유', '미나리', '소금', '붉은고추', '감자', '파르메산치즈가루']","['고혈압', '관절염']","6,922",/entry.nhn?docId=1992387&cid=48164&categoryId=48207
애호박 쇠고기전,1991047,48164,48207,"['애호박', '후춧가루', '달걀', '설탕', '밀가루', '소금', '참기름', '고기양념', '홍고추', '양파', '마늘', '쇠고기']","['항암', '고혈압', '관절염']","3,167",/entry.nhn?docId=1991047&cid=48164&categoryId=48207
코다리전,1992120,48164,48207,"['후춧가루', '달걀', '식용유', '코다리', '깻잎', '밀가루', '소금']",['항암'],"2,750",/entry.nhn?docId=1992120&cid=48164&categoryId=48207
김치전,5682344,48164,48207,"['배추김치', '후춧가루', '식용유', '밀가루', '얼음물', '소금']",[],"1,433",/entry.nhn?docId=5682344&cid=48164&categoryId=48207
풋강냉이지짐,5667848,48164,48207,"['풋강냉이', '소금', '찹쌀가루']",[],372,/entry.nhn?docId=5667848&cid=48164&categoryId=48207
제육느르미  윤씨음식법,5706747,48164,48207,"['밀가루', '두부', '부침용식용유']",['관절염'],205,/entry.nhn?docId=5706747&cid=48164&categoryId=48207
쇠고기 깻잎전,1992061,48164,48207,"['다진쇠고기', '후춧가루', '당근', '달걀', '식용유', '설탕', '깻잎', '밀가루', '식초', '피망', '참기름', '다진마늘', '쇠고기양념', '다진파', '초간장', '간장', '두부']","['항암', '고혈압', '관절염']","83,415",/entry.nhn?docId=1992061&cid=48164&categoryId=48207
달걀 김말이,1990741,48164,48207,"['애호박', '포도씨오일', '당근', '달걀', '김', '버섯류', '통깨']","['항암', '고혈압']","25,044",/entry.nhn?docId=1990741&cid=48164&categoryId=48207
삼색전,1988285,48164,48207,"['애호박', '물', '당근', '식용유', '설탕', '밀가루', '식초', '표고버섯', '소금', '감자', '간장']","['항암', '고혈압']","21,894",/entry.nhn?docId=1988285&cid=48164&categoryId=48207
쇠고기가지전,1990489,48164,48207,"['쇠고기우둔', '후춧가루', '식용유', '설탕', '밀가루', '참기름', '계란', '매실즙', '소금', '다진마늘', '가지', '다진파', '간장']","['항암', '고혈압']","21,038",/entry.nhn?docId=1990489&cid=48164&categoryId=48207
풋고추전,1990783,48164,48207,"['깨소금', '후춧가루', '달걀', '식용유', '마늘', '밀가루', '소금', '참기름', '두부소양념', '풋고추', '파', '쇠고기', '두부']","['항암', '고혈압', '관절염']","17,954",/entry.nhn?docId=1990783&cid=48164&categoryId=48207
쇠고기 참나물 동그랑땡 애호박전,1990681,48164,48207,"['애호박전', '물', '포도씨오일', '애호박', '당근', '우유', '달걀', '취나물', '참나물', '쇠고기참나물동그랑땡', '밀가루', '우리밀가루', '쇠고기안심', '두부']","['항암', '고혈압', '관절염']","16,235",/entry.nhn?docId=1990681&cid=48164&categoryId=48207
부추오징어부침,1989058,48164,48207,"['부추', '녹말가루', '다시마', '밀가루', '통깨', '소금', '오징어', '실고추', '조갯살']","['항암', '관절염']","14,982",/entry.nhn?docId=1989058&cid=48164&categoryId=48207
섭산적,1990791,48164,48207,"['후춧가루', '종이', '설탕', '마늘', '소금', '참기름', '깨소금', '잣', '파', '쇠고기', '두부']","['항암', '고혈압', '관절염']","12,917",/entry.nhn?docId=1990791&cid=48164&categoryId=48207
가자미전,1992778,48164,48207,"['가자미양념', '반건조가자미', '후춧가루', '달걀', '식용유', '밀가루', '소금', '청주']",[],"12,653",/entry.nhn?docId=1992778&cid=48164&categoryId=48207
두툼한 감자지짐,1992824,48164,48207,"['물', '옥수수', '식용유', '송송썬실파', '부침가루', '식초', '맛술', '소금', '양파', '감자', '간장', '초간장']",['고혈압'],"5,701",/entry.nhn?docId=1992824&cid=48164&categoryId=48207
화양산적,1991494,48164,48207,"['캔햄', '쪽파', '식용유', '양념장', '설탕', '밀가루', '참기름', '계란', '소금', '간장', '깨소금', '맛술', '맛살', '쇠고기', '나무꼬치']",['항암'],"3,042",/entry.nhn?docId=1991494&cid=48164&categoryId=48207
쇠고기참깨완자,1990066,48164,48207,"['후춧가루', '검은깨', '식용유', '고기양념', '설탕', '참깨', '간장', '다진마늘', '깨소금', '다진파', '쇠고기', '두부']","['항암', '당뇨', '관절염']","2,704",/entry.nhn?docId=1990066&cid=48164&categoryId=48207
연근고기샌드전,1989159,48164,48207,"['올리브오일', '다진쇠고기밑간', '연근', '녹말가루', '후춧가루', '달걀', '밀가루', '식초', '소금', '참기름', '맛술', '마늘', '쇠고기']","['항암', '고혈압', '관절염']","1,917",/entry.nhn?docId=1989159&cid=48164&categoryId=48207
일본식채소달걀전과 미소국,1989255,48164,48207,"['실파', '물', '빵가루', '일본된장', '후춧가루', '새우', '달걀', '당근', '다시마', '양배추', '마요네즈', '밀가루', '썬', '마늘', '소금', '감자', '두부', '팽이버섯']","['항암', '고혈압', '관절염']","1,788",/entry.nhn?docId=1989255&cid=48164&categoryId=48207
녹두빈대떡,5682409,48164,48207,"['배추김치', '후춧가루', '녹두', '찹쌀가루', '소금', '참기름', '홍고추', '양파', '다진파']","['고혈압', '당뇨']","1,488",/entry.nhn?docId=5682409&cid=48164&categoryId=48207
해삼전,740892,48164,48207,"['불린', '두부', '쇠고기']",['관절염'],313,/entry.nhn?docId=740892&cid=48164&categoryId=48207
생선전,1991170,48164,48207,"['후춧가루', '달걀', '흰살생선', '식용유', '밀가루', '소금']",[],"48,826",/entry.nhn?docId=1991170&cid=48164&categoryId=48207
화전,1988804,48164,48207,"['물', '뜨거운물', '대추', '식용유', '설탕', '찹쌀가루', '소금', '쑥갓']",['고혈압'],"38,996",/entry.nhn?docId=1988804&cid=48164&categoryId=48207
해물파전,1990852,48164,48207,"['물', '쌀', '식용유', '멸치', '마늘', '밀가루', '패주', '물오징어', '초간장']","['항암', '고혈압', '관절염']","37,831",/entry.nhn?docId=1990852&cid=48164&categoryId=48207
녹두 채소전,1990700,48164,48207,"['물', '애호박', '포도씨오일', '당근', '녹두', '우리쌀가루', '유기농', '우리밀가루']","['항암', '고혈압', '당뇨']","36,142",/entry.nhn?docId=1990700&cid=48164&categoryId=48207
상추 메밀전,1992636,48164,48207,"['상추', '식용유', '메밀가루', '소금']",[],"24,090",/entry.nhn?docId=1992636&cid=48164&categoryId=48207
달걀청양고추말이,1989251,48164,48207,"['후춧가루', '달걀', '우유', '다시마', '청양고추', '소금', '홍고추']",['관절염'],"18,011",/entry.nhn?docId=1989251&cid=48164&categoryId=48207
삼겹살 오코노미야키,1992411,48164,48207,"['후춧가루', '당근', '밀가루', '팽이버섯', '물', '김치', '가쓰오부시', '삼겹살양념', '청주', '양파즙', '부추', '돈가스', '소스', '돼지고기', '양파', '달걀', '식용유', '마요네즈', '소금', '마']","['항암', '고혈압', '당뇨']","16,904",/entry.nhn?docId=1992411&cid=48164&categoryId=48207
달래전,1992593,48164,48207,"['물', '식용유', '부침가루', '달래', '붉은고추', '조갯살']",[],"16,068",/entry.nhn?docId=1992593&cid=48164&categoryId=48207
연근전,740883,48164,48207,"['밀가루', '계란', '연근', '소금']",['고혈압'],"14,908",/entry.nhn?docId=740883&cid=48164&categoryId=48207
오꼬노미야끼,1991407,48164,48207,"['가다랭이포', '베이컨', '우스터소스', '식용유', '돈가스소스', '숙주', '양배추', '마요네즈', '밀가루', '계란', '얼음물', '소금', '마', '양파', '오징어', '토마토케첩']","['항암', '고혈압', '당뇨']","12,894",/entry.nhn?docId=1991407&cid=48164&categoryId=48207
톳홍합전,1992464,48164,48207,"['물', '식용유', '톳', '홍합', '밀가루', '소금']",['관절염'],"10,566",/entry.nhn?docId=1992464&cid=48164&categoryId=48207
피시뮈니엘,1989910,48164,48207,"['레몬', '버터', '밀가루', '가자미', '흰후춧가루', '소금', '파슬리']",[],"9,284",/entry.nhn?docId=1989910&cid=48164&categoryId=48207
육원전,1992040,48164,48207,"['당근', '달걀', '식용유', '붉은', '부침가루', '피망', '가는파', '양파', '굵은', '쇠고기']","['항암', '고혈압', '관절염']","9,170",/entry.nhn?docId=1992040&cid=48164&categoryId=48207
나물 감자빈대떡,1992970,48164,48207,"['도라지', '청주', '다진마늘', '후춧가루', '콩나물', '식용유', '고사리', '김장김치', '밀가루', '대보름나물', '돼지고기양념', '표고버섯', '소금', '붉은고추', '돼지고기', '감자', '풋고추']","['항암', '고혈압', '관절염']","5,440",/entry.nhn?docId=1992970&cid=48164&categoryId=48207
쪽파오징어부침,1989169,48164,48207,"['녹말가루', '쪽파', '다시마', '밀가루', '통깨', '소금', '오징어', '실고추', '조갯살']","['항암', '관절염']","4,840",/entry.nhn?docId=1989169&cid=48164&categoryId=48207
우엉쇠고기꼬치,1990096,48164,48207,"['물', '검은깨', '밑간양념', '우엉', '식용유', '밀가루즙', '설탕', '밀가루', '간장', '참기름', '소금', '쇠고기']","['항암', '당뇨']","3,631",/entry.nhn?docId=1990096&cid=48164&categoryId=48207
굴전,1990408,48164,48207,"['상추', '굴', '달걀', '찹쌀가루', '홍고추', '청고추']",[],"3,499",/entry.nhn?docId=1990408&cid=48164&categoryId=48207
가지쇠고기전,1989016,48164,48207,"['녹말가루', '후춧가루', '달걀', '다진쇠고기양념', '밀가루', '참기름', '소금', '간장', '가지', '마늘', '쇠고기']","['항암', '고혈압', '관절염']","2,721",/entry.nhn?docId=1989016&cid=48164&categoryId=48207
수삼오믈렛,1990118,48164,48207,"['애호박', '방울토마토', '당근', '수삼', '밥', '달걀', '우유', '다진김치', '토마토', '식용유', '장식', '소금', '다진']","['항암', '고혈압', '당뇨', '관절염']","1,332",/entry.nhn?docId=1990118&cid=48164&categoryId=48207
생선전,5668077,48164,48207,"['후춧가루', '달걀', '식용유', '밀가루', '식초', '소금', '고수잎', '다진파', '간장', '실고추']",[],"1,221",/entry.nhn?docId=5668077&cid=48164&categoryId=48207
시금치다진오징어전,1988955,48164,48207,"['시금치', '후춧가루', '대파', '메밀가루', '부침가루', '소금', '홍고추', '양파', '오징어']","['항암', '고혈압']",956,/entry.nhn?docId=1988955&cid=48164&categoryId=48207
알느르미  이씨음식법,5706722,48164,48207,"['꿩고기', '달걀', '식용유', '소고기', '소금']",[],111,/entry.nhn?docId=5706722&cid=48164&categoryId=48207
애호박전,1991171,48164,48207,"['애호박', '달걀', '식용유', '밀가루', '식초', '소금', '레몬즙', '홍고추', '쑥갓잎', '간장']",[],"358,308",/entry.nhn?docId=1991171&cid=48164&categoryId=48207
표고전,1991159,48164,48207,"['후춧가루', '달걀', '식용유', '밀가루', '표고버섯', '소금', '참기름', '깨소금', '쇠고기', '두부']","['항암', '관절염']","92,520",/entry.nhn?docId=1991159&cid=48164&categoryId=48207
오징어전,1992041,48164,48207,"['물', '달걀', '식용유', '숙주', '부침가루', '깻잎', '소금', '붉은고추', '오징어']",['항암'],"38,865",/entry.nhn?docId=1992041&cid=48164&categoryId=48207
표고전과 풋고추전,1991120,48164,48207,"['깨소금', '후춧가루', '식용유', '밀가루', '계란', '표고버섯', '간장', '참기름', '소금', '풋고추', '쇠고기', '두부']","['항암', '관절염']","34,691",/entry.nhn?docId=1991120&cid=48164&categoryId=48207
파래 새우전,1991115,48164,48207,"['물', '식용유', '새우살', '설탕', '부침가루', '식초', '소금', '홍고추', '파래', '초간장', '간장']",[],"31,632",/entry.nhn?docId=1991115&cid=48164&categoryId=48207
녹두 나물지짐,1992869,48164,48207,"['식용유', '녹두', '소금', '붉은고추', '풋고추', '여러가지']","['고혈압', '당뇨']","28,289",/entry.nhn?docId=1992869&cid=48164&categoryId=48207
양파쑥전,1992791,48164,48207,"['물', '식용유', '쑥부침가루', '쑥', '소금', '붉은고추', '양파']","['항암', '고혈압']","25,575",/entry.nhn?docId=1992791&cid=48164&categoryId=48207
해물 동그랑땡,1991125,48164,48207,"['부추', '후춧가루', '식용유', '달걀노른자', '밀가루', '칵테일새우', '소금', '홍고추', '오징어', '두부']","['항암', '관절염']","19,151",/entry.nhn?docId=1991125&cid=48164&categoryId=48207
해물전,1991577,48164,48207,"['물', '소라살', '당근', '쪽파', '달걀', '메밀가루', '식용유', '성게알', '밀가루', '참기름', '소금', '문어', '오징어']","['항암', '고혈압']","16,767",/entry.nhn?docId=1991577&cid=48164&categoryId=48207
육원전,1990784,48164,48207,"['물', '달걀', '식용유', '설탕', '마늘', '밀가루', '식초', '소금', '참기름', '두부소양념', '간장', '파', '쇠고기', '두부']","['항암', '고혈압', '관절염']","11,464",/entry.nhn?docId=1990784&cid=48164&categoryId=48207
쑥갓 감자전,1992421,48164,48207,"['물', '식용유', '반죽옷', '밀가루', '식초', '간장', '소금', '붉은고추', '감자', '쑥갓', '초간장']",['고혈압'],"11,361",/entry.nhn?docId=1992421&cid=48164&categoryId=48207
애호박전,1990338,48164,48207,"['애호박', '달걀', '밀가루', '소금', '콩기름']",[],"9,491",/entry.nhn?docId=1990338&cid=48164&categoryId=48207
파산적,1990789,48164,48207,"['산적꼬치', '후춧가루', '쪽파', '식용유', '설탕', '마늘', '간장', '참기름', '깨소금', '파', '쇠고기']","['항암', '고혈압', '관절염']","8,464",/entry.nhn?docId=1990789&cid=48164&categoryId=48207
고구마 완자전,1991197,48164,48207,"['느타리버섯', '후춧가루', '당근', '달걀', '설탕', '밀가루', '고구마', '식초', '피망', '소금', '간장', '플레인요거트', '올리브유', '양파']","['항암', '고혈압', '관절염']","7,289",/entry.nhn?docId=1991197&cid=48164&categoryId=48207
송이버섯산적,1991575,48164,48207,"['다진마늘', '후춧가루', '대파', '달걀', '식용유', '송이버섯', '설탕', '밀가루', '소금', '참기름', '간장', '깨소금', '다진파', '쇠고기']","['항암', '고혈압']","6,936",/entry.nhn?docId=1991575&cid=48164&categoryId=48207
김치누름적,1624628,48164,48207,"['배추김치', '달걀', '통도라지', '마른표고큰것', '설탕', '밀가루', '식초', '후춧가루적당량김치양념참기름', '참기름', '다진마늘', '깨소금', '다진파', '쇠고기']",[],"6,506",/entry.nhn?docId=1624628&cid=48164&categoryId=48207
닭근위전,1989535,48164,48207,"['식물성', '녹말가루', '후춧가루', '양파즙', '닭근위밑간', '쪽파', '달걀', '닭근위', '미나리', '청양고추', '밀가루', '마늘즙', '생강가루', '소금', '참기름', '홍고추', '마늘']","['항암', '고혈압', '관절염']","6,221",/entry.nhn?docId=1989535&cid=48164&categoryId=48207
조개 파전,1992509,48164,48207,"['실파', '물', '바지락살', '고추장', '식용유', '새우살', '밀가루', '소금']",[],"5,976",/entry.nhn?docId=1992509&cid=48164&categoryId=48207
두릅적,1991572,48164,48207,"['물', '후춧가루', '달걀', '식용유', '두릅', '설탕', '밀가루', '식초', '잣가루', '간장', '참기름', '다진마늘', '깨소금', '다진파', '쇠고기']",['당뇨'],"5,504",/entry.nhn?docId=1991572&cid=48164&categoryId=48207
화양적,1990787,48164,48207,"['산적꼬치', '마른표고', '깨소금', '후춧가루', '표고양념', '당근', '식용유', '종이', '통도라지', '설탕', '마늘', '참기름', '소금', '간장', '오이', '잣', '파', '쇠고기']","['항암', '고혈압', '관절염']","5,214",/entry.nhn?docId=1990787&cid=48164&categoryId=48207
토란대 생선전,1992367,48164,48207,"['물', '식용유', '명태살', '부침가루', '소금', '붉은고추', '마른토란대', '마늘종']",[],"5,209",/entry.nhn?docId=1992367&cid=48164&categoryId=48207
파산적,1991576,48164,48207,"['실파', '물', '식용유', '설탕', '밀가루', '소금', '간장', '다진마늘', '쇠고기']",[],"5,142",/entry.nhn?docId=1991576&cid=48164&categoryId=48207
다진잣옥수수부침,1989733,48164,48207,"['올리브오일', '물', '옥수수', '우유', '찹쌀가루', '밀가루', '소금', '잣']",['관절염'],"5,066",/entry.nhn?docId=1989733&cid=48164&categoryId=48207
